id,student_id,course_id,semester_id,grade,grade_points
1879,994,8,1,C,2.0
1880,994,20,1,B+,3.3
1881,994,9,1,B-,2.7
1882,998,10,1,C+,2.3
1883,998,27,1,C-,1.7
1884,998,11,1,C,2.0
1885,1001,16,1,D,1.0
1886,1001,1,1,A-,3.7
1887,1001,25,1,C,2.0
1888,1001,35,1,C,2.0
1889,1004,9,1,B,3.0
1890,1004,27,1,B+,3.3
1891,1004,10,1,A,4.0
1892,1006,6,1,F,0.0
1893,1006,29,1,B-,2.7
1894,1006,25,1,A-,3.7
1895,1006,24,1,A,4.0
1896,1007,8,1,A,4.0
1897,1007,33,1,A,4.0
1898,1007,32,1,B,3.0
1899,1007,34,1,A,4.0
1900,1007,11,1,A,4.0
1901,1009,34,1,B,3.0
1902,1009,26,1,A,4.0
1903,1009,31,1,A-,3.7
1904,1009,30,1,B,3.0
1905,1009,2,1,A,4.0
1906,1009,38,1,A-,3.7
1907,1010,36,1,A-,3.7
1908,1010,18,1,B+,3.3
1909,1010,17,1,B-,2.7
1910,1010,1,1,B-,2.7
1911,1010,5,1,A,4.0
1912,1011,39,1,B,3.0
1913,1011,12,1,C,2.0
1914,1011,32,1,B+,3.3
1915,1011,22,1,D,1.0
1916,1012,22,1,B+,3.3
1917,1012,13,1,A-,3.7
1918,1012,12,1,B-,2.7
1919,1012,21,1,C+,2.3
1920,1013,5,1,C+,2.3
1921,1013,9,1,A-,3.7
1922,1013,34,1,C,2.0
1923,1013,7,1,B,3.0
1924,1013,35,1,C+,2.3
1925,1015,6,1,B+,3.3
1926,1015,20,1,C-,1.7
1927,1015,3,1,A,4.0
1928,1016,7,1,W,0.0
1929,1016,13,1,A,4.0
1930,1016,32,1,A-,3.7
1931,1016,28,1,C+,2.3
1932,1016,18,1,A-,3.7
1933,1019,37,1,A,4.0
1934,1019,33,1,B,3.0
1935,1019,1,1,B+,3.3
1936,1019,22,1,A-,3.7
1937,1019,34,1,F,0.0
1938,1020,6,1,B,3.0
1939,1020,36,1,C,2.0
1940,1020,11,1,B-,2.7
1941,1021,14,1,B,3.0
1942,1021,28,1,F,0.0
1943,1021,3,1,C+,2.3
1944,1021,1,1,B-,2.7
1945,1022,26,1,B,3.0
1946,1022,30,1,A-,3.7
1947,1022,22,1,A-,3.7
1948,1022,2,1,A,4.0
1949,1022,17,1,C+,2.3
1950,1023,2,1,A,4.0
1951,1023,20,1,A,4.0
1952,1023,27,1,D,1.0
1953,1023,38,1,A,4.0
1954,1028,29,1,F,0.0
1955,1028,6,1,B+,3.3
1956,1028,17,1,D,1.0
1957,1028,15,1,B,3.0
1958,1029,21,1,B,3.0
1959,1029,28,1,B,3.0
1960,1029,17,1,C+,2.3
1961,1029,22,1,B-,2.7
1962,1030,8,1,C,2.0
1963,1030,12,1,A,4.0
1964,1030,24,1,A,4.0
1965,1030,29,1,C,2.0
1966,1030,10,1,C+,2.3
1967,1030,25,1,C+,2.3
1968,1031,23,1,A,4.0
1969,1031,8,1,C-,1.7
1970,1031,20,1,A-,3.7
1971,1031,37,1,B,3.0
1972,1033,37,1,D,1.0
1973,1033,39,1,A,4.0
1974,1033,3,1,B,3.0
1975,1033,7,1,A,4.0
1976,1035,13,1,B,3.0
1977,1035,34,1,B+,3.3
1978,1035,33,1,B-,2.7
1979,1035,3,1,D,1.0
1980,1038,13,1,C,2.0
1981,1038,3,1,C,2.0
1982,1038,30,1,B,3.0
1983,1039,20,1,B+,3.3
1984,1039,27,1,B-,2.7
1985,1039,6,1,F,0.0
1986,1039,10,1,A,4.0
1987,1042,3,1,B,3.0
1988,1042,22,1,A,4.0
1989,1042,37,1,A-,3.7
1990,1042,18,1,C,2.0
1991,1044,23,1,C,2.0
1992,1044,13,1,B+,3.3
1993,1044,29,1,A-,3.7
1994,1044,32,1,B+,3.3
1995,1045,30,1,A,4.0
1996,1045,11,1,A,4.0
1997,1045,7,1,A,4.0
1998,1045,9,1,A,4.0
1999,1047,8,1,A,4.0
2000,1047,21,1,W,0.0
